Vehicle Model,Battery Capacity (kWh),Charging Station Location,Charging Start Time,Charging Duration (hours),Charging Rate (kW),Energy Consumed (kWh),State of Charge (Start %),State of Charge (End %),Temperature (°C),Vehicle Age (years),Charger Type,User Type
Tesla Model 3,85.74136087530081,New York,2024-03-25 16:00:00,2.3996982421736606,42.672305970400174,65.99727911676196,62.905744943001324,100.0,4.980218697002368,6,DC Fast Charger,Casual Driver
Chevy Bolt,57.61901379678292,Houston,2024-03-25 21:00:00,3.284045190809892,11.689339790606862,21.77889237794908,69.22052278511738,100.0,9.577077204282896,4,Level 1,Commuter
Chevy Bolt,,New York,2024-03-03 16:00:00,2.497157334410364,8.415046027332208,18.083715208664383,23.7809602871616,50.6346011824556,9.1358373972136,2,Level 1,Long-Distance Traveler
BMW i3,43.110406982711766,New York,2024-03-29 14:00:00,1.6074460515934217,9.113274885028284,11.799543152182727,14.334177167556243,40.541096944441264,39.458923922432746,8,Level 2,Casual Driver
Hyundai Kona,68.23089213794576,San Francisco,2024-02-15 12:00:00,3.5563885490852583,6.3713561775589955,16.59839385679331,36.34379831415362,58.54601678091081,10.764096724320472,8,Level 1,Casual Driver
Nissan Leaf,44.518063791471526,Houston,2024-01-15 02:00:00,4.429597755835944,6.821013185292264,29.60287971179131,51.119324132478866,100.0,20.72163266859509,3,Level 1,Casual Driver
Hyundai Kona,54.32834061174412,Chicago,2024-03-13 10:00:00,2.177916488063872,14.615330330316828,24.293392468919674,44.80618902669318,86.72451788459384,31.62129690017113,7,Level 2,Commuter
BMW i3,35.97061684423845,Chicago,2024-01-14 11:00:00,4.2869231046110166,24.671931527679714,76.12629189045298,66.82203183536981,100.0,22.338779437191818,7,Level 2,Commuter
BMW i3,35.77145689759652,Houston,2024-03-14 11:00:00,2.439869209175707,33.66888539888065,54.01514957056369,58.15556245815583,100.0,6.967968308657198,5,DC Fast Charger,Commuter
BMW i3,48.43330310909292,San Francisco,2024-01-31 19:00:00,2.3060117439474173,9.193893915540741,21.295549907961753,61.483190729160135,100.0,31.82102033359144,5,Level 1,Long-Distance Traveler
Tesla Model 3,72.55634710608618,Los Angeles,2024-02-20 03:00:00,0.6274596089616244,9.883059963445767,4.93901382016986,40.20836532518957,49.688944041471494,24.250245436440466,8,Level 1,Commuter
Hyundai Kona,78.19307381327303,New York,2024-02-24 19:00:00,3.6287550561533464,11.705170157914004,26.397015808827582,26.272887566544252,59.0349662771649,-6.2258528302514975,4,Level 1,Long-Distance Traveler
Hyundai Kona,64.02363182424581,San Francisco,2024-01-18 12:00:00,4.133761363012203,37.4053659661367,98.45008412743536,50.61284067993764,100.0,34.948657231931364,1,DC Fast Charger,Casual Driver
Chevy Bolt,51.171756911511,Houston,2024-01-14 15:00:00,3.4860061380135243,15.14551320749932,42.33812062297711,33.53844759684068,100.0,,1,Level 2,Casual Driver
Chevy Bolt,55.965494935768895,New York,2024-02-25 23:00:00,1.1811242812637457,55.54137627402185,42.10702076146661,23.704025636551098,100.0,24.06200583716298,9,DC Fast Charger,Commuter
Chevy Bolt,60.704258179315964,Chicago,2024-02-20 10:00:00,0.9648206039868941,59.46144044052782,32.88762585388753,14.897594568699338,66.50319293515045,39.61716182834653,4,DC Fast Charger,Casual Driver
BMW i3,45.09113918516088,Los Angeles,2024-02-22 07:00:00,3.077864382283428,26.04476330679286,54.303050362140745,39.311823512821555,100.0,30.205612442150702,1,Level 2,Commuter
Hyundai Kona,57.106135903423386,Chicago,2024-03-17 02:00:00,2.3068231438307087,27.3985850359713,43.34523883238497,43.62648186799472,100.0,33.53530170527452,2,Level 2,Long-Distance Traveler
BMW i3,45.41088463083763,Houston,2024-03-13 17:00:00,2.430940025685153,9.753654723930069,15.817773444664287,41.97106937252137,77.19664926817649,32.436819088622386,7,Level 1,Casual Driver
Tesla Model 3,,New York,2024-01-29 10:00:00,4.855101110343535,23.011251977646165,71.52314099924835,12.575643623181012,97.67393429978553,29.084527888928193,2,Level 2,Commuter
Chevy Bolt,56.15431440266802,Houston,2024-03-16 18:00:00,3.7576520203687944,20.937250432897038,46.14430163608736,42.0491757700183,100.0,-1.4905941536457838,1,Level 2,Casual Driver
BMW i3,53.81494327235488,New York,2024-02-29 23:00:00,2.353044826434905,15.15911396037298,29.247594804570653,15.946916942334166,72.07304106318169,-0.0576070952034371,9,Level 2,Casual Driver
BMW i3,38.80404585989666,San Francisco,2024-03-17 07:00:00,0.585946759287717,47.61515675827361,20.695335603548386,48.14142075434548,98.98414951722688,30.210085794114413,5,DC Fast Charger,Commuter
Tesla Model 3,67.00097540627566,Los Angeles,2024-01-08 05:00:00,0.6534306403397162,48.84089278135283,26.10991742420919,32.909959783259666,69.27127136479999,34.779808868901554,4,DC Fast Charger,Casual Driver
Nissan Leaf,32.353887426367294,San Francisco,2024-03-01 04:00:00,3.581616630406353,,36.60911808299207,60.171258203045106,100.0,11.537919229178975,4,Level 2,Casual Driver
Hyundai Kona,72.54448489084514,San Francisco,2024-03-15 05:00:00,4.269824417829938,21.80887899421468,67.23759806831188,55.58727341159562,100.0,6.634845874807851,1,Level 2,Casual Driver
Nissan Leaf,40.114414386729514,Houston,2024-02-16 20:00:00,3.684661832973577,16.688105164602586,41.56245287879961,52.08483334858119,100.0,23.151801641522177,3,Level 2,Casual Driver
Chevy Bolt,57.124284063213665,Los Angeles,2024-01-10 18:00:00,2.3264948867212647,9.226664672694339,5.730018519298785,50.54791145672965,62.23394382756727,2.5753429169285305,1,Level 1,Long-Distance Traveler
BMW i3,33.15516938740904,New York,2024-01-13 19:00:00,0.640110820687563,7.85164893835832,8.203434698215661,41.43172256607663,65.33709313767858,17.973225870514117,5,Level 1,Casual Driver
Tesla Model 3,,New York,2024-03-10 07:00:00,4.853307336058534,19.70198155580843,61.15035518604913,8.972382448342382,88.74065986785483,15.738722317816787,5,Level 2,Casual Driver
Tesla Model 3,94.05156310140889,Chicago,2024-03-03 00:00:00,4.93851227971139,22.944203039130425,73.67483139796008,47.606825529645064,100.0,17.306519563981134,9,Level 2,Commuter
Hyundai Kona,48.988587473672176,New York,2024-03-28 13:00:00,2.972140481499209,4.7898204752837,18.580040219850968,35.34994154164149,70.13148062768803,42.61317221486361,8,Level 1,Long-Distance Traveler
Nissan Leaf,36.84170799483725,Houston,2024-01-28 07:00:00,0.8180193411279751,41.97045789504589,23.87255348217317,35.52105640957964,100.0,12.392102498471203,5,DC Fast Charger,Commuter
Hyundai Kona,76.54948779029547,San Francisco,2024-01-06 07:00:00,2.934376276615101,5.732290723445555,24.279144854396847,29.63644270530753,59.38662324087281,20.640904327341307,5,Level 1,Commuter
BMW i3,49.49383828241714,San Francisco,2024-01-25 08:00:00,4.515523115993638,6.616143859181798,21.635512587563543,65.38960946471119,100.0,4.254125578769127,7,Level 1,Commuter
Hyundai Kona,60.00562032203103,San Francisco,2024-03-15 18:00:00,3.559934795576961,22.70600906244512,51.330623624725796,21.214332351908105,100.0,,2,Level 2,Long-Distance Traveler
Tesla Model 3,76.62876077548245,Los Angeles,2024-01-06 22:00:00,3.7399515396472593,7.290312733792011,12.78278439389618,25.57863947163568,49.342963273812,17.844973710717024,7,Level 1,Commuter
Tesla Model 3,,New York,2024-01-22 13:00:00,0.8823642684451218,4.362444667005399,5.14940434000142,67.59765087781548,80.08014396481617,34.13969894333318,1,Level 1,Commuter
Chevy Bolt,60.8030314908436,Houston,2024-01-12 11:00:00,0.9793023666431064,6.838542234215684,5.58089237327313,57.65999279298537,67.50838270005411,-9.485285358908762,5,Level 1,Commuter
Chevy Bolt,70.70670125765506,Los Angeles,2024-02-10 06:00:00,1.0730694936914837,17.90972339709223,24.06999103909782,5.915616790586549,39.79982668909973,19.302428224379337,6,Level 2,Casual Driver
BMW i3,44.038525232747716,Chicago,2024-03-03 12:00:00,4.569695751474467,4.9551663127468295,15.00497785011941,63.8969939910218,96.18410837063135,21.5855304278789,1,Level 2,Commuter
Nissan Leaf,45.67758145481519,Houston,2024-03-02 19:00:00,2.86632336318716,37.37792765761475,76.77996520976036,19.732074424149573,100.0,30.938279334865904,9,Level 2,Long-Distance Traveler
Hyundai Kona,65.2711913836693,Houston,2024-03-06 08:00:00,4.06208793376846,18.006746370235444,42.67651424921338,50.885615045794125,100.0,12.29601457722444,9,Level 2,Long-Distance Traveler
BMW i3,30.0,Houston,2024-01-06 12:00:00,1.018810669476201,5.513695691710389,2.7802019549130352,40.94975197886901,47.68897984759688,29.441897772693917,1,Level 1,Casual Driver
Chevy Bolt,52.8455234798611,San Francisco,2024-01-27 04:00:00,4.674392174788677,39.22851102111527,119.51082200425104,39.892772434180955,100.0,13.670773825656848,4,DC Fast Charger,Long-Distance Traveler
Hyundai Kona,57.10585505485783,Houston,2024-03-17 18:00:00,4.195139411737445,4.885014090605653,13.802984588633478,51.664886020526744,80.64505326713439,21.12508614685025,8,Level 1,Long-Distance Traveler
Chevy Bolt,58.504284856343965,New York,2024-03-04 07:00:00,1.5114386514891025,48.49062148068707,54.53393097858533,18.46679567313858,100.0,31.06341868705971,2,DC Fast Charger,Casual Driver
Hyundai Kona,78.54889967310073,Houston,2024-03-04 11:00:00,4.43382004982279,28.75906662060014,77.53108040130674,15.336633499817726,100.0,8.842765768081282,8,Level 2,Commuter
Nissan Leaf,41.812057314377256,San Francisco,2024-03-16 18:00:00,1.6854924172856418,,49.31504455049942,47.37431943764187,100.0,28.887016048770704,9,DC Fast Charger,Casual Driver
BMW i3,41.36527138761141,Houston,2024-01-14 02:00:00,1.4240294570257543,6.352875381530651,12.320111504301158,23.887649878803046,53.58090623943785,24.018830863832285,9,Level 1,Commuter
Hyundai Kona,72.66990597308953,Chicago,2024-01-24 11:00:00,1.6890977156549556,28.00136988510694,29.476713081274504,68.30676349775445,100.0,15.995910428312762,1,Level 2,Commuter
Tesla Model 3,63.38493059598601,Chicago,2024-03-03 15:00:00,4.594797784726742,5.951206938929833,19.436905626279106,34.348269539853774,62.67922795668298,11.981520855568267,9,Level 1,Long-Distance Traveler
Tesla Model 3,71.0824386388141,San Francisco,2024-03-08 22:00:00,4.620163934816913,7.042298791151332,25.50028706194506,12.25380630045274,49.965663290399306,-5.209946413609607,4,Level 1,Casual Driver
Hyundai Kona,59.53869942241971,New York,2024-02-23 15:00:00,1.9804809860958597,17.392149673935094,23.928026787680096,49.5779858011829,87.95113679283031,19.03680852369261,8,Level 2,Long-Distance Traveler
Hyundai Kona,66.78629091627697,New York,2024-02-17 13:00:00,3.674453832925481,10.37026700190514,24.858124838493723,24.900354010298532,63.597251819313385,16.015979931988817,9,Level 1,Long-Distance Traveler
Hyundai Kona,70.27085404647777,Los Angeles,2024-02-12 14:00:00,3.5408536482388246,27.242551200179232,57.44072285079593,14.658182795391143,95.95849648543522,27.669581104226985,3,Level 2,Commuter
Tesla Model 3,78.77188441621784,San Francisco,2024-01-20 08:00:00,4.129531844586815,6.694025260933267,29.88166917445638,32.48351858784486,74.67157009685938,26.455975592588015,6,Level 1,Long-Distance Traveler
Tesla Model 3,78.8985318657513,Houston,2024-01-05 10:00:00,1.8342927506395899,6.201113436258548,21.38133795685198,67.67444807567307,96.43126388691024,32.84140765233684,3,Level 1,Casual Driver
Hyundai Kona,61.47223616547438,San Francisco,2024-02-01 18:00:00,2.7956234385968086,21.840802716816306,43.63424605044087,31.74298746516345,100.0,33.280751408232845,1,Level 2,Long-Distance Traveler
Chevy Bolt,61.92455914869684,Los Angeles,2024-03-26 04:00:00,3.504532779537291,21.308087106945997,50.25314437193812,27.576694772519126,100.0,57.866454528627585,6,Level 2,Long-Distance Traveler
Chevy Bolt,54.96097277531766,San Francisco,2024-03-29 08:00:00,0.6181556846445773,14.265901673386633,9.011124482293246,33.89308253450477,48.81705083223834,26.163919626449406,5,Level 2,Commuter
Nissan Leaf,43.370694675039,San Francisco,2024-03-07 01:00:00,2.195324353989296,27.413337257126873,43.355624010353864,5.787520863977144,100.0,9.674352927097464,3,Level 2,Casual Driver
BMW i3,38.996381972020075,Los Angeles,2024-01-21 02:00:00,3.63149760955356,,113.98005565787727,13.651600008909915,100.0,29.91431587028336,4,DC Fast Charger,Long-Distance Traveler
Chevy Bolt,53.27094263819775,New York,2024-02-14 16:00:00,1.6366779190361003,10.796680752092291,13.061448109452009,60.228850178749504,86.73743456287507,39.270848678459366,2,Level 1,Commuter
Tesla Model 3,75.30255548665669,Houston,2024-02-14 10:00:00,4.809668481529193,24.10907855381291,80.75013773588624,68.57223678614339,100.0,25.6987678925887,4,Level 2,Long-Distance Traveler
Chevy Bolt,48.52130301393187,Los Angeles,2024-03-17 03:00:00,0.6357261717807753,29.83130679896246,17.090873950770682,15.266196564239289,47.38995642412091,-5.491492662507625,4,DC Fast Charger,Casual Driver
Nissan Leaf,47.37185035998004,Chicago,2024-02-06 14:00:00,4.811392344143403,15.591882750754747,54.47284503150144,39.80865819514904,100.0,26.664322448035314,3,Level 2,Long-Distance Traveler
Nissan Leaf,43.98549498455849,New York,2024-02-18 17:00:00,1.4754374060468,11.269724466408695,5.228985685486871,67.81167319736684,78.31584932639856,12.441537832741792,6,Level 2,Long-Distance Traveler
BMW i3,44.02181910148681,Chicago,2024-03-24 19:00:00,0.7196991886641649,15.529759728405509,7.458189553306369,15.17778945163265,30.17722446422357,4.1368894390463335,1,Level 2,Commuter
Chevy Bolt,50.2578915276315,New York,2024-02-04 03:00:00,1.8161331495060087,13.8319916290531,18.335421583877736,17.110125137659267,50.284657824057966,22.24024127964915,9,Level 2,Long-Distance Traveler
Tesla Model 3,69.39847853541268,Houston,2024-01-21 22:00:00,4.038270382806013,23.262837451909203,58.268627741741476,65.2430630053459,100.0,1.6902202086105262,3,Level 2,Commuter
Tesla Model 3,75.32446747897481,Houston,2024-01-24 03:00:00,3.885989029016239,6.367829316787448,30.567160200213312,50.86969701940486,89.77871914520529,32.27776525154787,3,Level 1,Casual Driver
Hyundai Kona,62.158266602823545,San Francisco,2024-01-13 15:00:00,1.4397818739025643,8.481079836057779,10.445228322490479,14.87783464474045,35.164305124492415,28.77055000918971,3,Level 1,Long-Distance Traveler
Tesla Model 3,61.49148027642022,Chicago,2024-03-18 03:00:00,1.3855556011630974,49.69520333860831,48.292729955659055,30.577023622709632,100.0,18.959972717010636,7,DC Fast Charger,Casual Driver
BMW i3,34.101425966783154,New York,2024-01-30 11:00:00,3.3916096211204336,6.51938186371033,16.746957148934513,8.657546373956185,59.36328874485959,13.399061213508876,8,Level 1,Casual Driver
BMW i3,40.30143361851853,Houston,2024-03-16 23:00:00,2.5613721035407875,32.01603474634672,51.05947741552168,33.12364970465012,100.0,17.790808547315024,2,Level 2,Long-Distance Traveler
Tesla Model 3,64.73368481132934,Los Angeles,2024-01-15 23:00:00,4.06530478998906,23.114113169292512,57.11381979217293,55.56359714165741,100.0,7.869017028774227,1,Level 2,Commuter
Tesla Model 3,85.9710985910661,Houston,2024-02-24 13:00:00,0.6085975041164912,21.597442412487126,24.277771729745243,41.008183548098266,71.17179140829958,19.075468495030773,5,Level 2,Casual Driver
Hyundai Kona,67.46176851584083,Los Angeles,2024-02-29 07:00:00,3.24685337342257,5.293118159863914,12.543256155010493,47.0837379180532,61.30968696244556,-14.133508929922563,8,Level 1,Casual Driver
Tesla Model 3,68.57228712608776,New York,2024-01-12 01:00:00,3.7880240550794415,4.648172968660745,20.109920728203804,26.243308593013598,52.95438153802372,21.064519561122438,3,Level 1,Long-Distance Traveler
Hyundai Kona,72.18408379610999,Houston,2024-02-19 13:00:00,4.9702375041290106,56.16400814713681,172.84041113303005,15.490734653411545,100.0,21.37063929906707,6,DC Fast Charger,Long-Distance Traveler
Hyundai Kona,70.77394612071582,Houston,2024-02-21 04:00:00,3.5545176240658107,55.685567982678876,122.22111794050979,5.852583925276487,100.0,30.141796017088897,3,DC Fast Charger,Long-Distance Traveler
Tesla Model 3,77.31166685109535,New York,2024-01-27 21:00:00,1.5433032044748483,29.857893694745,34.00791465471886,58.38530238140745,100.0,23.597738911921052,6,Level 2,Long-Distance Traveler
Nissan Leaf,39.80206883268023,Houston,2024-01-30 17:00:00,0.9868378769601744,24.39455796651408,19.95917784613267,46.38254635747621,95.79374302915724,,4,Level 2,Long-Distance Traveler
Nissan Leaf,38.507630958850804,Los Angeles,2024-03-02 16:00:00,3.3841254858983394,20.03448581280227,41.970276354029295,19.905880683699746,100.0,26.564373308628703,7,Level 2,Long-Distance Traveler
Hyundai Kona,60.220429045528405,Houston,2024-03-27 19:00:00,2.854323803831972,24.555051393851585,43.46487783282323,32.198207405024164,100.0,32.43829124487348,1,Level 2,Commuter
Tesla Model 3,,Chicago,2024-02-08 06:00:00,4.546153798002574,21.598496988980298,67.7261184327578,57.093812467327425,100.0,51.45710076791063,1,Level 2,Casual Driver
Nissan Leaf,47.641643775489996,San Francisco,2024-01-21 17:00:00,3.7697360953157375,8.73077026814754,24.439965128394363,40.01551209594007,91.84171161232611,25.040205703380433,5,Level 1,Commuter
Tesla Model 3,70.83589424983026,Los Angeles,2024-02-04 07:00:00,2.793841025191793,28.671659134260217,50.16271360334787,24.51039196898859,86.4532045104614,22.208289737208354,9,Level 2,Commuter
Tesla Model 3,75.22560487769866,Chicago,2024-01-24 16:00:00,2.316152618443164,21.15721826808106,30.935596815989474,22.366993616094557,61.06727308544839,34.24458705521786,5,Level 2,Long-Distance Traveler
Tesla Model 3,67.71801714959506,New York,2024-02-10 09:00:00,2.3196861480686914,64.05847711851791,95.68587352381361,19.144911589173667,100.0,14.38122196675565,4,DC Fast Charger,Casual Driver
Chevy Bolt,58.44329690034402,Los Angeles,2024-03-25 07:00:00,1.5183692876805555,9.37669453524304,3.3870528316831727,58.542442208721035,61.65369125560912,18.56974680841499,8,Level 1,Commuter
Tesla Model 3,97.80621939095793,San Francisco,2024-01-05 11:00:00,0.5779668729006368,22.088421697155354,24.26003352118365,42.82092279450306,53.38852838042909,25.051935419342836,5,Level 2,Long-Distance Traveler
Chevy Bolt,55.644012577528635,San Francisco,2024-03-02 14:00:00,3.0870976469319777,25.353716375289693,52.019170292924734,51.095215770595175,100.0,20.86898045274205,1,Level 2,Long-Distance Traveler
